Date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player_Id,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_Id_2,X_Coordinate_2,Y_Coordinate_2
11/16/2024,Team E,Team F,1,17:19,5,5,1,0,Team F,36,Play,-68,-37.5,Direct,,,,5,-94.0,-21.5
11/16/2024,Team E,Team F,1,17:19,5,5,1,0,Team F,5,Play,-94,-21.5,Direct,,,,36,-74.0,-35.5
11/16/2024,Team E,Team F,1,17:18,5,5,1,0,Team F,36,Shot,-71,-35.5,Wristshot,Blocked,t,f,,,
11/16/2024,Team E,Team F,1,17:17,5,5,1,0,Team E,75,Puck Recovery,-67,10.5,,,,,,,
11/16/2024,Team E,Team F,1,17:12,5,5,1,0,Team E,75,Zone Entry,25,39.5,Carried,,,,5,,
11/16/2024,Team E,Team F,1,17:09,5,5,1,0,Team E,75,Shot,84,32.5,Snapshot,Missed,f,f,,,
11/16/2024,Team E,Team F,1,17:08,5,5,1,0,Team E,89,Puck Recovery,92,7.5,,,,,,,
11/16/2024,Team E,Team F,1,17:02,5,5,1,0,Team E,89,Play,65,-37.5,Direct,,,,20,32.0,-34.5
11/16/2024,Team E,Team F,1,17:01,5,5,1,0,Team E,20,Shot,33,-20.5,Wristshot,Blocked,t,f,,,
11/16/2024,Team E,Team F,1,16:58,5,5,1,0,Team E,68,Faceoff Win,69,-21.5,Backhand,,,,27,,
11/16/2024,Team E,Team F,1,16:58,5,5,1,0,Team E,19,Puck Recovery,60,-22.5,,,,,,,
11/16/2024,Team E,Team F,1,16:58,5,5,1,0,Team E,19,Shot,57,-18.5,Wristshot,Blocked,t,f,,,
11/16/2024,Team E,Team F,1,16:54,5,5,1,0,Team F,3,Puck Recovery,85,36.5,,,,,,,
11/16/2024,Team E,Team F,1,16:54,5,5,1,0,Team F,3,Play,85,36.5,Indirect,,,,56,47.0,41.5
11/16/2024,Team E,Team F,1,16:48,5,5,1,0,Team E,19,Puck Recovery,46,32.5,,,,,,,
11/16/2024,Team E,Team F,1,16:48,5,5,1,0,Team E,19,Incomplete Play,42,36.5,Indirect,,,,46,56.0,25.5
11/16/2024,Team E,Team F,1,16:47,5,5,1,0,Team E,19,Puck Recovery,44,36.5,,,,,,,
11/16/2024,Team E,Team F,1,16:46,5,5,1,0,Team E,19,Play,44,26.5,Direct,,,,46,55.0,-0.5
11/16/2024,Team E,Team F,1,16:45,5,5,1,0,Team E,46,Shot,58,-3.5,Snapshot,Missed,t,f,,,
11/16/2024,Team E,Team F,1,16:43,5,5,1,0,Team E,68,Puck Recovery,94,-4.5,,,,,,,
11/16/2024,Team E,Team F,1,16:40,5,5,1,0,Team E,68,Play,96,5.5,Indirect,,,,18,33.0,38.5
11/16/2024,Team E,Team F,1,16:37,5,5,1,0,Team E,18,Shot,29,23.5,Wristshot,Blocked,t,f,,,
11/16/2024,Team E,Team F,1,16:34,5,5,1,0,Team E,19,Puck Recovery,65,-37.5,,,,,,,
11/16/2024,Team E,Team F,1,16:34,5,5,1,0,Team E,19,Incomplete Play,65,-37.5,Direct,,,,46,68.0,-25.5
11/16/2024,Team E,Team F,1,16:32,5,5,1,0,Team F,3,Puck Recovery,81,-12.5,,,,,,,
11/16/2024,Team E,Team F,1,16:28,5,5,1,0,Team F,3,Play,59,-27.5,Direct,,,,21,-13.0,29.5
11/16/2024,Team E,Team F,1,16:26,5,5,1,0,Team F,21,Zone Entry,-25,31.5,Carried,,,,18,,
11/16/2024,Team E,Team F,1,16:21,5,5,1,0,Team F,21,Play,-59,38.5,Direct,,,,55,-31.0,38.5
11/16/2024,Team E,Team F,1,16:19,5,5,1,0,Team F,55,Shot,-30,37.5,Wristshot,Missed,t,f,,,
11/16/2024,Team E,Team F,1,16:16,5,5,1,0,Team E,19,Puck Recovery,-72,-36.5,,,,,,,
11/16/2024,Team E,Team F,1,16:16,5,5,1,0,Team E,19,Play,-72,-36.5,Direct,,,,20,-83.0,-33.5
11/16/2024,Team E,Team F,1,16:14,5,5,1,0,Team E,20,Play,-89,-29.5,Indirect,,,,18,-96.0,16.5
11/16/2024,Team E,Team F,1,16:11,5,5,1,0,Team E,18,Dump In/Out,-89,28.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,16:08,5,5,1,0,Team F,64,Puck Recovery,35,17.5,,,,,,,
11/16/2024,Team E,Team F,1,16:08,5,5,1,0,Team F,64,Play,35,17.5,Direct,,,,29,-26.0,-16.5
11/16/2024,Team E,Team F,1,16:07,5,5,1,0,Team F,29,Dump In/Out,-26,-16.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,16:07,5,5,1,0,Team F,29,Zone Entry,-26,-16.5,Dumped,,,,20,,
11/16/2024,Team E,Team F,1,16:03,5,5,1,0,Team E,45,Puck Recovery,-96,9.5,,,,,,,
11/16/2024,Team E,Team F,1,16:03,5,5,1,0,Team E,45,Play,-96,9.5,Indirect,,,,47,-60.0,39.5
11/16/2024,Team E,Team F,1,16:00,5,5,1,0,Team E,47,Play,-60,39.5,Direct,,,,11,-54.0,40.5
11/16/2024,Team E,Team F,1,15:58,5,5,1,0,Team E,11,Play,-51,40.5,Direct,,,,45,-53.0,7.5
11/16/2024,Team E,Team F,1,15:52,5,5,1,0,Team E,45,Dump In/Out,-4,-35.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,15:52,5,5,1,0,Team E,45,Zone Entry,24,-38.5,Dumped,,,,64,,
11/16/2024,Team E,Team F,1,15:49,5,5,1,0,Team F,42,Puck Recovery,94,-4.5,,,,,,,
11/16/2024,Team E,Team F,1,15:49,5,5,1,0,Team F,42,Play,94,-4.5,Indirect,,,,29,54.0,38.5
11/16/2024,Team E,Team F,1,15:47,5,5,1,0,Team F,29,Incomplete Play,54,38.5,Direct,,,,91,41.0,39.5
11/16/2024,Team E,Team F,1,15:46,5,5,1,0,Team E,11,Puck Recovery,34,31.5,,,,,,,
11/16/2024,Team E,Team F,1,15:45,5,5,1,0,Team E,11,Play,42,30.5,Direct,,,,47,48.0,-13.5
11/16/2024,Team E,Team F,1,15:44,5,5,1,0,Team E,47,Shot,56,-16.5,Wristshot,On Net,f,f,,,
11/16/2024,Team E,Team F,1,15:43,5,5,1,0,Team F,42,Puck Recovery,78,2.5,,,,,,,
11/16/2024,Team E,Team F,1,15:40,5,5,1,0,Team F,42,Play,59,-25.5,Direct,,,,29,47.0,-10.5
11/16/2024,Team E,Team F,1,15:39,5,5,1,0,Team E,44,Puck Recovery,8,10.5,,,,,,,
11/16/2024,Team E,Team F,1,15:38,5,5,1,0,Team E,44,Dump In/Out,6,20.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,15:38,5,5,1,0,Team E,44,Zone Entry,24,36.5,Dumped,,,,64,,
11/16/2024,Team E,Team F,1,15:34,5,5,1,0,Team F,64,Puck Recovery,96,12.5,,,,,,,
11/16/2024,Team E,Team F,1,15:33,5,5,1,0,Team F,22,Faceoff Win,20,22.5,Backhand,,,,25,,
11/16/2024,Team E,Team F,1,15:32,5,5,1,0,Team F,42,Puck Recovery,46,33.5,,,,,,,
11/16/2024,Team E,Team F,1,15:32,5,5,1,0,Team F,42,Play,46,33.5,Direct,,,,64,47.0,-32.5
11/16/2024,Team E,Team F,1,15:30,5,5,1,0,Team F,64,Play,44,-36.5,Direct,,,,22,-1.0,-37.5
11/16/2024,Team E,Team F,1,15:28,5,5,1,0,Team F,38,Puck Recovery,-11,-30.5,,,,,,,
11/16/2024,Team E,Team F,1,15:28,5,5,1,0,Team F,38,Play,-11,-30.5,Indirect,,,,42,-7.0,37.5
11/16/2024,Team E,Team F,1,15:25,5,5,1,0,Team F,42,Dump In/Out,-7,37.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,15:25,5,5,1,0,Team F,42,Zone Entry,-25,39.5,Dumped,,,,44,,
11/16/2024,Team E,Team F,1,15:22,5,5,1,0,Team E,Go,Puck Recovery,-98,1.5,,,,,,,
11/16/2024,Team E,Team F,1,15:21,5,5,1,0,Team E,Go,Play,-98,1.5,Indirect,,,,42,-53.0,40.5
11/16/2024,Team E,Team F,1,15:17,5,5,1,0,Team F,64,Puck Recovery,4,34.5,,,,,,,
11/16/2024,Team E,Team F,1,15:15,5,5,1,0,Team F,64,Dump In/Out,0,38.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,15:14,5,5,1,0,Team F,64,Zone Entry,-26,40.5,Dumped,,,,44,,
11/16/2024,Team E,Team F,1,15:12,5,5,1,0,Team E,Go,Puck Recovery,-98,6.5,,,,,,,
11/16/2024,Team E,Team F,1,15:11,5,5,1,0,Team E,Go,Play,-98,6.5,Direct,,,,45,-93.0,-15.5
11/16/2024,Team E,Team F,1,15:10,5,5,1,0,Team E,45,Play,-97,-19.5,Indirect,,,,36,-19.0,-39.5
11/16/2024,Team E,Team F,1,15:06,5,5,1,0,Team E,36,Incomplete Play,-6,-34.5,Direct,,,,42,10.0,27.5
11/16/2024,Team E,Team F,1,15:04,5,5,1,0,Team E,36,Puck Recovery,4,-33.5,,,,,,,
11/16/2024,Team E,Team F,1,15:04,5,5,1,0,Team E,36,Dump In/Out,9,-35.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,15:04,5,5,1,0,Team E,36,Zone Entry,24,-33.5,Dumped,,,,78,,
11/16/2024,Team E,Team F,1,15:01,5,5,1,0,Team F,5,Puck Recovery,90,25.5,,,,,,,
11/16/2024,Team E,Team F,1,15:00,5,5,1,0,Team F,5,Play,90,25.5,Indirect,,,,78,95.0,-13.5
11/16/2024,Team E,Team F,1,14:59,5,5,1,0,Team F,78,Play,95,-13.5,Indirect,,,,38,6.0,-37.5
11/16/2024,Team E,Team F,1,14:57,5,5,1,0,Team F,38,Dump In/Out,-24,-37.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,14:57,5,5,1,0,Team F,38,Zone Entry,-25,-37.5,Dumped,,,,29,,
11/16/2024,Team E,Team F,1,14:52,5,5,1,0,Team E,4,Puck Recovery,-96,-1.5,,,,,,,
11/16/2024,Team E,Team F,1,14:49,5,5,1,0,Team E,4,Play,-76,29.5,Indirect,,,,25,-17.0,38.5
11/16/2024,Team E,Team F,1,14:48,5,5,1,0,Team F,26,Puck Recovery,-15,39.5,,,,,,,
11/16/2024,Team E,Team F,1,14:47,5,5,1,0,Team F,36,Puck Recovery,-7,32.5,,,,,,,
11/16/2024,Team E,Team F,1,14:47,5,5,1,0,Team F,36,Play,-7,32.5,Direct,,,,5,37.0,33.5
11/16/2024,Team E,Team F,1,14:43,5,5,1,0,Team F,5,Play,31,35.5,Direct,,,,78,24.0,-14.5
11/16/2024,Team E,Team F,1,14:42,5,5,1,0,Team F,78,Play,14,-16.5,Direct,,,,49,-26.0,-37.5
11/16/2024,Team E,Team F,1,14:41,5,5,1,0,Team F,49,Zone Entry,-26,-37.5,Carried,,,,29,,
11/16/2024,Team E,Team F,1,14:41,5,5,1,0,Team F,49,Play,-32,-35.5,Direct,,,,36,-39.0,-15.5
11/16/2024,Team E,Team F,1,14:40,5,5,1,0,Team F,36,Play,-42,-17.5,Direct,,,,49,-38.0,-36.5
11/16/2024,Team E,Team F,1,14:38,5,5,1,0,Team F,49,Play,-46,-36.5,Indirect,,,,26,-88.0,33.5
11/16/2024,Team E,Team F,1,14:36,5,5,1,0,Team F,26,Incomplete Play,-88,33.5,Indirect,,,,5,-27.0,37.5
11/16/2024,Team E,Team F,1,14:34,5,5,1,0,Team E,77,Takeaway,-61,40.5,,,,,,,
11/16/2024,Team E,Team F,1,14:30,5,5,1,0,Team E,77,Dump In/Out,24,-28.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,14:30,5,5,1,0,Team E,77,Zone Entry,24,-28.5,Dumped,,,,78,,
11/16/2024,Team E,Team F,1,14:27,5,5,1,0,Team F,5,Puck Recovery,94,-12.5,,,,,,,
11/16/2024,Team E,Team F,1,14:26,5,5,1,0,Team F,5,Play,94,-20.5,Indirect,,,,49,53.0,-35.5
11/16/2024,Team E,Team F,1,14:24,5,5,1,0,Team F,49,Play,53,-35.5,Direct,,,,26,71.0,-35.5
11/16/2024,Team E,Team F,1,14:23,5,5,1,0,Team F,26,Play,72,-35.5,Direct,,,,5,64.0,-10.5
11/16/2024,Team E,Team F,1,14:22,5,5,1,0,Team F,5,Play,61,-7.5,Direct,,,,36,13.0,13.5
11/16/2024,Team E,Team F,1,14:19,5,5,1,0,Team E,77,Puck Recovery,18,-7.5,,,,,,,
11/16/2024,Team E,Team F,1,14:17,5,5,1,0,Team F,78,Puck Recovery,20,-6.5,,,,,,,
11/16/2024,Team E,Team F,1,14:15,5,5,1,0,Team F,78,Zone Entry,-25,-15.5,Carried,,,,4,,
11/16/2024,Team E,Team F,1,14:14,5,5,1,0,Team F,78,Shot,-39,-4.5,Wristshot,Missed,f,f,,,
11/16/2024,Team E,Team F,1,14:13,5,5,1,0,Team E,Go,Puck Recovery,-90,10.5,,,,,,,
11/16/2024,Team E,Team F,1,14:13,5,5,1,0,Team E,Go,Play,-90,10.5,Indirect,,,,20,-90.0,10.5
11/16/2024,Team E,Team F,1,14:11,5,5,1,0,Team E,20,Play,-87,-23.5,Direct,,,,89,-46.0,-37.5
11/16/2024,Team E,Team F,1,14:08,5,5,1,0,Team E,89,Play,-41,-37.5,Direct,,,,4,-39.0,22.5
11/16/2024,Team E,Team F,1,14:06,5,5,1,0,Team E,4,Dump In/Out,0,38.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,14:05,5,5,1,0,Team E,4,Zone Entry,25,39.5,Dumped,,,,78,,
11/16/2024,Team E,Team F,1,14:03,5,5,1,0,Team F,Go,Puck Recovery,98,1.5,,,,,,,
11/16/2024,Team E,Team F,1,14:03,5,5,1,0,Team F,Go,Play,98,1.5,Indirect,,,,21,64.0,-38.5
11/16/2024,Team E,Team F,1,14:00,5,5,1,0,Team F,21,Play,64,-38.5,Direct,,,,3,83.0,-27.5
11/16/2024,Team E,Team F,1,13:59,5,5,1,0,Team F,3,Play,83,-27.5,Direct,,,,78,74.0,27.5
11/16/2024,Team E,Team F,1,13:57,5,5,1,0,Team F,78,Play,70,26.5,Indirect,,,,27,34.0,38.5
11/16/2024,Team E,Team F,1,13:55,5,5,1,0,Team F,27,Play,30,41.5,Direct,,,,56,11.0,19.5
11/16/2024,Team E,Team F,1,13:53,5,5,1,0,Team F,56,Zone Entry,-25,16.5,Carried,,,,18,,
11/16/2024,Team E,Team F,1,13:52,5,5,1,0,Team F,56,Goal,-61,15.5,Wristshot,On Net,t,f,,,
11/16/2024,Team E,Team F,1,13:50,5,5,1,1,Team E,12,Faceoff Win,0,0.5,Backhand,,,,27,,
11/16/2024,Team E,Team F,1,13:47,5,5,1,1,Team E,45,Puck Recovery,-5,-13.5,,,,,,,
11/16/2024,Team E,Team F,1,13:47,5,5,1,1,Team E,45,Dump In/Out,-1,-28.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,13:46,5,5,1,1,Team E,45,Zone Entry,25,-30.5,Dumped,,,,3,,
11/16/2024,Team E,Team F,1,13:44,5,5,1,1,Team F,Go,Puck Recovery,95,0.5,,,,,,,
11/16/2024,Team E,Team F,1,13:43,5,5,1,1,Team F,Go,Play,95,0.5,Indirect,,,,21,60.0,-39.5
11/16/2024,Team E,Team F,1,13:32,5,5,1,1,Team E,11,Puck Recovery,66,-35.5,,,,,,,
11/16/2024,Team E,Team F,1,13:29,5,5,1,1,Team E,11,Puck Recovery,71,-31.5,,,,,,,
11/16/2024,Team E,Team F,1,13:28,5,5,1,1,Team E,11,Incomplete Play,66,-31.5,Indirect,,,,45,28.0,-37.5
11/16/2024,Team E,Team F,1,13:27,5,5,1,1,Team F,21,Takeaway,43,-36.5,,,,,,,
11/16/2024,Team E,Team F,1,13:25,5,5,1,1,Team F,21,Play,34,-32.5,Indirect,,,,56,22.0,36.5
11/16/2024,Team E,Team F,1,13:24,5,5,1,1,Team F,56,Dump In/Out,22,36.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,13:21,5,5,1,1,Team E,12,Puck Recovery,-56,30.5,,,,,,,
11/16/2024,Team E,Team F,1,13:21,5,5,1,1,Team E,12,Play,-56,30.5,Direct,,,,45,-63.0,-6.5
11/16/2024,Team E,Team F,1,13:17,5,5,1,1,Team E,45,Play,-41,-31.5,Direct,,,,11,6.0,-32.5
11/16/2024,Team E,Team F,1,13:15,5,5,1,1,Team F,3,Puck Recovery,38,-26.5,,,,,,,
11/16/2024,Team E,Team F,1,13:15,5,5,1,1,Team F,3,Play,42,-28.5,Indirect,,,,29,20.0,-37.5
11/16/2024,Team E,Team F,1,13:13,5,5,1,1,Team E,45,Puck Recovery,9,-34.5,,,,,,,
11/16/2024,Team E,Team F,1,13:13,5,5,1,1,Team E,45,Dump In/Out,9,-34.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,13:10,5,5,1,1,Team F,3,Puck Recovery,76,-10.5,,,,,,,
11/16/2024,Team E,Team F,1,13:06,5,5,1,1,Team F,3,Dump In/Out,-2,30.5,Lost,,,,,,
11/16/2024,Team E,Team F,1,13:05,5,5,1,1,Team F,3,Zone Entry,-26,36.5,Dumped,,,,44,,
11/16/2024,Team E,Team F,1,13:04,5,5,1,1,Team E,Go,Puck Recovery,-97,-0.5,,,,,,,
