Date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player_Id,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_Id_2,X_Coordinate_2,Y_Coordinate_2
10/25/2024,Team G,Team H,1,19:07,5,5,0,0,Team H,26,Puck Recovery,-78,37.5,,,,,,,
10/25/2024,Team G,Team H,1,19:07,5,5,0,0,Team H,26,Incomplete Play,-78,37.5,Direct,,,,13.0,-59.0,34.5
10/25/2024,Team G,Team H,1,19:00,5,5,0,0,Team G,25,Puck Recovery,93,-17.5,,,,,,,
10/25/2024,Team G,Team H,1,19:00,5,5,0,0,Team G,54,Faceoff Win,-69,-21.5,Backhand,,,,26.0,,
10/25/2024,Team G,Team H,1,18:58,5,5,0,0,Team G,23,Puck Recovery,-47,-18.5,,,,,,,
10/25/2024,Team G,Team H,1,18:58,5,5,0,0,Team G,23,Play,-47,-18.5,Direct,,,,51.0,-33.0,36.5
10/25/2024,Team G,Team H,1,18:57,5,5,0,0,Team G,51,Incomplete Play,-33,36.5,Indirect,,,,54.0,-96.0,-11.5
10/25/2024,Team G,Team H,1,18:52,5,5,0,0,Team G,25,Puck Recovery,-66,-38.5,,,,,,,
10/25/2024,Team G,Team H,1,18:50,5,5,0,0,Team G,25,Incomplete Play,-89,-32.5,Indirect,,,,54.0,-94.0,-9.5
10/25/2024,Team G,Team H,1,18:49,5,5,0,0,Team H,2,Takeaway,-95,-24.5,,,,,,,
10/25/2024,Team G,Team H,1,18:48,5,5,0,0,Team H,2,Play,-85,-25.5,Direct,,,,13.0,-56.0,5.5
10/25/2024,Team G,Team H,1,18:47,5,5,0,0,Team H,13,Incomplete Play,-56,5.5,Direct,,,,26.0,-30.0,-21.5
10/25/2024,Team G,Team H,1,18:45,5,5,0,0,Team G,51,Puck Recovery,-6,-4.5,,,,,,,
10/25/2024,Team G,Team H,1,18:44,5,5,0,0,Team G,51,Incomplete Play,-8,-11.5,Indirect,,,,54.0,-18.0,-26.5
10/25/2024,Team G,Team H,1,18:42,5,5,0,0,Team H,2,Puck Recovery,-40,-29.5,,,,,,,
10/25/2024,Team G,Team H,1,18:42,5,5,0,0,Team H,2,Incomplete Play,-40,-29.5,Indirect,,,,18.0,-24.0,-39.5
10/25/2024,Team G,Team H,1,18:38,5,5,0,0,Team H,13,Puck Recovery,10,-33.5,,,,,,,
10/25/2024,Team G,Team H,1,18:36,5,5,0,0,Team G,23,Takeaway,4,-13.5,,,,,,,
10/25/2024,Team G,Team H,1,18:33,5,5,0,0,Team G,23,Play,-1,-8.5,Direct,,,,25.0,-2.0,-32.5
10/25/2024,Team G,Team H,1,18:31,5,5,0,0,Team G,25,Dump In/Out,-24,-37.5,Lost,,,,,,
10/25/2024,Team G,Team H,1,18:27,5,5,0,0,Team H,12,Puck Recovery,-60,37.5,,,,,,,
10/25/2024,Team G,Team H,1,18:27,5,5,0,0,Team H,12,Play,-60,37.5,Indirect,,,,41.0,-92.0,26.5
10/25/2024,Team G,Team H,1,18:26,5,5,0,0,Team H,41,Play,-92,26.5,Indirect,,,,37.0,-93.0,-21.5
10/25/2024,Team G,Team H,1,18:24,5,5,0,0,Team H,37,Incomplete Play,-93,-21.5,Indirect,,,,25.0,-39.0,-32.5
10/25/2024,Team G,Team H,1,18:22,5,5,0,0,Team G,18,Puck Recovery,-75,-39.5,,,,,,,
10/25/2024,Team G,Team H,1,18:18,5,5,0,0,Team G,18,Incomplete Play,-83,-30.5,Direct,,,,63.0,-76.0,-7.5
10/25/2024,Team G,Team H,1,18:16,5,5,0,0,Team G,48,Puck Recovery,-71,25.5,,,,,,,
10/25/2024,Team G,Team H,1,18:15,5,5,0,0,Team G,48,Play,-78,31.5,Direct,,,,18.0,-66.0,-22.5
10/25/2024,Team G,Team H,1,18:14,5,5,0,0,Team G,18,Shot,-68,-18.5,Wristshot,On Net,t,f,,,
10/25/2024,Team G,Team H,1,18:12,5,5,0,0,Team H,37,Puck Recovery,-80,-0.5,,,,,,,
10/25/2024,Team G,Team H,1,18:08,5,5,0,0,Team H,37,Incomplete Play,-89,-23.5,Indirect,,,,25.0,-26.0,-37.5
10/25/2024,Team G,Team H,1,18:03,5,5,0,0,Team H,12,Puck Recovery,79,29.5,,,,,,,
10/25/2024,Team G,Team H,1,18:03,5,5,0,0,Team H,12,Shot,79,29.5,Slapshot,On Net,f,f,,,
10/25/2024,Team G,Team H,1,18:01,5,5,0,0,Team G,18,Puck Recovery,46,-32.5,,,,,,,
10/25/2024,Team G,Team H,1,18:01,5,5,0,0,Team G,18,Incomplete Play,46,-32.5,Direct,,,,39.0,43.0,-12.5
10/25/2024,Team G,Team H,1,17:59,5,5,0,0,Team H,12,Puck Recovery,33,32.5,,,,,,,
10/25/2024,Team G,Team H,1,17:59,5,5,0,0,Team H,12,Incomplete Play,33,32.5,Indirect,,,,22.0,90.0,-28.5
10/25/2024,Team G,Team H,1,17:52,5,5,0,0,Team G,63,Puck Recovery,57,-36.5,,,,,,,
10/25/2024,Team G,Team H,1,17:52,5,5,0,0,Team G,63,Play,49,-36.5,Direct,,,,39.0,34.0,-3.5
10/25/2024,Team G,Team H,1,17:49,5,5,0,0,Team G,39,Zone Entry,-25,34.5,Carried,,,,5.0,,
10/25/2024,Team G,Team H,1,17:44,5,5,0,0,Team H,5,Takeaway,-90,31.5,,,,,,,
10/25/2024,Team G,Team H,1,17:42,5,5,0,0,Team H,5,Play,-51,14.5,Direct,,,,4.0,-50.0,-12.5
10/25/2024,Team G,Team H,1,17:40,5,5,0,0,Team H,4,Play,-25,-11.5,Direct,,,,19.0,5.0,31.5
10/25/2024,Team G,Team H,1,17:38,5,5,0,0,Team H,19,Zone Entry,24,28.5,Carried,,,,4.0,,
10/25/2024,Team G,Team H,1,17:38,5,5,0,0,Team H,19,Play,36,33.5,Direct,,,,4.0,32.0,5.5
10/25/2024,Team G,Team H,1,17:36,5,5,0,0,Team H,4,Play,52,-1.5,Direct,,,,25.0,68.0,-20.5
10/25/2024,Team G,Team H,1,17:35,5,5,0,0,Team H,25,Incomplete Play,73,-18.5,Direct,,,,19.0,81.0,1.5
10/25/2024,Team G,Team H,1,17:32,5,5,0,0,Team H,19,Puck Recovery,82,-26.5,,,,,,,
10/25/2024,Team G,Team H,1,17:30,5,5,0,0,Team H,19,Incomplete Play,30,-20.5,Direct,,,,17.0,51.0,-10.5
10/25/2024,Team G,Team H,1,17:27,5,5,0,0,Team H,5,Puck Recovery,66,39.5,,,,,,,
10/25/2024,Team G,Team H,1,17:27,5,5,0,0,Team H,5,Play,66,39.5,Indirect,,,,17.0,96.0,-17.5
10/25/2024,Team G,Team H,1,17:23,5,5,0,0,Team H,17,Play,75,-33.5,Indirect,,,,4.0,28.0,-30.5
10/25/2024,Team G,Team H,1,17:22,5,5,0,0,Team H,4,Play,30,-18.5,Direct,,,,5.0,37.0,29.5
10/25/2024,Team G,Team H,1,17:20,5,5,0,0,Team H,5,Play,37,29.5,Indirect,,,,28.0,28.0,23.5
10/25/2024,Team G,Team H,1,17:19,5,5,0,0,Team H,28,Shot,48,7.5,Wristshot,On Net,t,f,,,
10/25/2024,Team G,Team H,1,17:17,5,5,0,0,Team H,28,Puck Recovery,79,1.5,,,,,,,
10/25/2024,Team G,Team H,1,17:16,5,5,0,0,Team H,28,Shot,87,-10.5,Snapshot,Missed,f,f,,,
10/25/2024,Team G,Team H,1,17:15,5,5,0,0,Team H,5,Puck Recovery,93,-9.5,,,,,,,
10/25/2024,Team G,Team H,1,17:14,5,5,0,0,Team H,5,Shot,86,-3.5,Snapshot,Blocked,f,f,,,
10/25/2024,Team G,Team H,1,17:12,5,5,0,0,Team G,56,Puck Recovery,55,9.5,,,,,,,
10/25/2024,Team G,Team H,1,17:12,5,5,0,0,Team G,56,Dump In/Out,55,9.5,Lost,,,,,,
10/25/2024,Team G,Team H,1,17:11,5,5,0,0,Team H,4,Puck Recovery,26,6.5,,,,,,,
10/25/2024,Team G,Team H,1,17:10,5,5,0,0,Team H,4,Incomplete Play,29,33.5,Indirect,,,,19.0,72.0,38.5
10/25/2024,Team G,Team H,1,17:07,5,5,0,0,Team G,55,Puck Recovery,96,-10.5,,,,,,,
10/25/2024,Team G,Team H,1,17:07,5,5,0,0,Team G,55,Incomplete Play,96,-10.5,Direct,,,,90.0,82.0,-10.5
10/25/2024,Team G,Team H,1,17:06,5,5,0,0,Team H,28,Puck Recovery,57,-15.5,,,,,,,
10/25/2024,Team G,Team H,1,17:04,5,5,0,0,Team H,28,Play,85,-21.5,Direct,,,,19.0,82.0,5.5
10/25/2024,Team G,Team H,1,17:04,5,5,0,0,Team H,19,Goal,82,5.5,Snapshot,On Net,f,t,,,
10/25/2024,Team G,Team H,1,17:03,5,5,0,1,Team G,21,Faceoff Win,0,0.5,Forehand,,,,10.0,,
10/25/2024,Team G,Team H,1,17:01,5,5,0,1,Team G,25,Puck Recovery,14,-33.5,,,,,,,
10/25/2024,Team G,Team H,1,17:00,5,5,0,1,Team G,25,Dump In/Out,-4,-37.5,Lost,,,,,,
10/25/2024,Team G,Team H,1,17:00,5,5,0,1,Team G,25,Zone Entry,-25,-39.5,Dumped,,,,2.0,,
10/25/2024,Team G,Team H,1,16:57,5,5,0,1,Team H,3,Puck Recovery,-93,26.5,,,,,,,
10/25/2024,Team G,Team H,1,16:57,5,5,0,1,Team H,3,Incomplete Play,-93,26.5,Indirect,,,,11.0,-51.0,34.5
10/25/2024,Team G,Team H,1,16:55,5,5,0,1,Team G,21,Takeaway,-58,37.5,,,,,,,
10/25/2024,Team G,Team H,1,16:50,5,5,0,1,Team G,83,Puck Recovery,-96,22.5,,,,,,,
10/25/2024,Team G,Team H,1,16:50,5,5,0,1,Team G,83,Incomplete Play,-96,22.5,Indirect,,,,21.0,-90.0,28.5
10/25/2024,Team G,Team H,1,16:48,5,5,0,1,Team H,11,Puck Recovery,-70,39.5,,,,,,,
10/25/2024,Team G,Team H,1,16:48,5,5,0,1,Team H,11,Play,-70,39.5,Direct,,,,10.0,-70.0,32.5
10/25/2024,Team G,Team H,1,16:47,5,5,0,1,Team H,10,Play,-57,31.5,Direct,,,,11.0,-55.0,36.5
10/25/2024,Team G,Team H,1,16:46,5,5,0,1,Team H,11,Dump In/Out,-55,36.5,Lost,,,,,,
10/25/2024,Team G,Team H,1,16:45,5,5,0,1,Team G,83,Puck Recovery,-12,29.5,,,,,,,
10/25/2024,Team G,Team H,1,16:45,5,5,0,1,Team G,83,Play,-12,29.5,Direct,,,,25.0,22.0,-16.5
10/25/2024,Team G,Team H,1,16:38,5,5,0,1,Team G,25,Play,49,-32.5,Indirect,,,,51.0,55.0,33.5
10/25/2024,Team G,Team H,1,16:35,5,5,0,1,Team G,51,Play,25,34.5,Direct,,,,83.0,0.0,30.5
10/25/2024,Team G,Team H,1,16:33,5,5,0,1,Team G,83,Dump In/Out,-1,12.5,Retained,,,,,,
10/25/2024,Team G,Team H,1,16:33,5,5,0,1,Team G,83,Zone Entry,-25,-17.5,Dumped,,,,2.0,,
10/25/2024,Team G,Team H,1,16:28,5,5,0,1,Team G,14,Puck Recovery,-97,1.5,,,,,,,
10/25/2024,Team G,Team H,1,16:27,5,5,0,1,Team H,2,Puck Recovery,-98,15.5,,,,,,,
10/25/2024,Team G,Team H,1,16:26,5,5,0,1,Team H,2,Play,-81,29.5,Direct,,,,10.0,-74.0,20.5
10/25/2024,Team G,Team H,1,16:24,5,5,0,1,Team H,10,Incomplete Play,-56,18.5,Direct,,,,11.0,-28.0,35.5
10/25/2024,Team G,Team H,1,16:22,5,5,0,1,Team H,14,Puck Recovery,-1,33.5,,,,,,,
10/25/2024,Team G,Team H,1,16:21,5,5,0,1,Team H,14,Zone Entry,25,38.5,Carried,,,,55.0,,
10/25/2024,Team G,Team H,1,16:18,5,5,0,1,Team H,41,Puck Recovery,21,34.5,,,,,,,
10/25/2024,Team G,Team H,1,16:15,5,5,0,1,Team H,41,Play,-3,30.5,Direct,,,,37.0,-21.0,-14.5
10/25/2024,Team G,Team H,1,16:12,5,5,0,1,Team H,37,Incomplete Play,-43,-29.5,Indirect,,,,26.0,-5.0,-33.5
10/25/2024,Team G,Team H,1,16:09,5,5,0,1,Team G,4,Puck Recovery,46,-29.5,,,,,,,
10/25/2024,Team G,Team H,1,16:08,5,5,0,1,Team G,4,Play,69,-17.5,Direct,,,,55.0,66.0,27.5
10/25/2024,Team G,Team H,1,16:08,5,5,0,1,Team G,55,Incomplete Play,66,27.5,Indirect,,,,23.0,29.0,35.5
10/25/2024,Team G,Team H,1,16:06,5,5,0,1,Team H,41,Puck Recovery,0,39.5,,,,,,,
10/25/2024,Team G,Team H,1,16:06,5,5,0,1,Team H,41,Incomplete Play,0,39.5,Direct,,,,18.0,10.0,19.5
10/25/2024,Team G,Team H,1,16:05,5,5,0,1,Team G,4,Puck Recovery,23,-6.5,,,,,,,
10/25/2024,Team G,Team H,1,16:04,5,5,0,1,Team G,4,Play,14,-9.5,Direct,,,,84.0,-17.0,-26.5
10/25/2024,Team G,Team H,1,16:02,5,5,0,1,Team G,84,Incomplete Play,-24,-27.5,Direct,,,,54.0,-25.0,-7.5
10/25/2024,Team G,Team H,1,15:59,5,5,0,1,Team H,26,Puck Recovery,-38,-10.5,,,,,,,
10/25/2024,Team G,Team H,1,15:57,5,5,0,1,Team G,54,Puck Recovery,-24,-31.5,,,,,,,
10/25/2024,Team G,Team H,1,15:57,5,5,0,1,Team G,54,Zone Entry,-25,-34.5,Carried,,,,37.0,,
10/25/2024,Team G,Team H,1,15:56,5,5,0,1,Team G,54,Dump In/Out,-42,-36.5,Retained,,,,,,
10/25/2024,Team G,Team H,1,15:49,5,5,0,1,Team G,23,Puck Recovery,-73,-38.5,,,,,,,
10/25/2024,Team G,Team H,1,15:49,5,5,0,1,Team G,23,Play,-73,-38.5,Indirect,,,,4.0,-31.0,-38.5
10/25/2024,Team G,Team H,1,15:48,5,5,0,1,Team G,4,Play,-31,-38.5,Indirect,,,,59.0,-75.0,40.5
10/25/2024,Team G,Team H,1,15:41,5,5,0,1,Team G,59,Play,-84,24.5,Indirect,,,,84.0,-84.0,24.5
10/25/2024,Team G,Team H,1,15:34,5,5,0,1,Team G,23,Puck Recovery,-40,37.5,,,,,,,
10/25/2024,Team G,Team H,1,15:34,5,5,0,1,Team G,23,Incomplete Play,-40,37.5,Indirect,,,,4.0,-27.0,37.5
10/25/2024,Team G,Team H,1,15:32,5,5,0,1,Team G,48,Puck Recovery,19,32.5,,,,,,,
10/25/2024,Team G,Team H,1,15:32,5,5,0,1,Team G,48,Incomplete Play,23,39.5,Direct,,,,84.0,-9.0,29.5
10/25/2024,Team G,Team H,1,15:27,5,5,0,1,Team H,4,Puck Recovery,-93,-23.5,,,,,,,
10/25/2024,Team G,Team H,1,15:24,5,5,0,1,Team H,4,Play,-59,-32.5,Direct,,,,12.0,-33.0,-31.5
10/25/2024,Team G,Team H,1,15:23,5,5,0,1,Team H,12,Incomplete Play,-33,-31.5,Direct,,,,25.0,-26.0,-14.5
10/25/2024,Team G,Team H,1,15:22,5,5,0,1,Team G,39,Puck Recovery,7,14.5,,,,,,,
10/25/2024,Team G,Team H,1,15:20,5,5,0,1,Team G,39,Zone Entry,-25,24.5,Carried,,,,5.0,,
10/25/2024,Team G,Team H,1,15:19,5,5,0,1,Team G,39,Incomplete Play,-36,32.5,Direct,,,,63.0,-49.0,20.5
10/25/2024,Team G,Team H,1,15:18,5,5,0,1,Team H,Go,Puck Recovery,-86,4.5,,,,,,,
10/25/2024,Team G,Team H,1,15:18,5,5,0,1,Team H,Go,Incomplete Play,-86,4.5,Indirect,,,,5.0,-92.0,31.5
10/25/2024,Team G,Team H,1,15:15,5,5,0,1,Team G,18,Puck Recovery,-81,30.5,,,,,,,
10/25/2024,Team G,Team H,1,15:15,5,5,0,1,Team G,18,Play,-81,30.5,Indirect,,,,63.0,-90.0,27.5
10/25/2024,Team G,Team H,1,15:13,5,5,0,1,Team G,63,Shot,-86,1.5,Wristshot,On Net,f,f,,,
10/25/2024,Team G,Team H,1,15:12,5,5,0,1,Team H,5,Puck Recovery,-91,7.5,,,,,,,
10/25/2024,Team G,Team H,1,15:10,5,5,0,1,Team G,39,Takeaway,-90,30.5,,,,,,,
10/25/2024,Team G,Team H,1,15:09,5,5,0,1,Team G,39,Play,-90,30.5,Indirect,,,,63.0,-98.0,-17.5
10/25/2024,Team G,Team H,1,15:02,5,5,0,1,Team H,25,Puck Recovery,-30,-31.5,,,,,,,
10/25/2024,Team G,Team H,1,15:01,5,5,0,1,Team H,4,Puck Recovery,-36,-21.5,,,,,,,
10/25/2024,Team G,Team H,1,14:59,5,5,0,1,Team G,18,Puck Recovery,-33,-35.5,,,,,,,
10/25/2024,Team G,Team H,1,14:58,5,5,0,1,Team G,63,Puck Recovery,-63,-38.5,,,,,,,
10/25/2024,Team G,Team H,1,14:55,5,5,0,1,Team H,5,Puck Recovery,-93,-16.5,,,,,,,
10/25/2024,Team G,Team H,1,14:54,5,5,0,1,Team H,5,Play,-88,-31.5,Indirect,,,,25.0,-34.0,-36.5
10/25/2024,Team G,Team H,1,14:52,5,5,0,1,Team H,25,Dump In/Out,-34,-36.5,Lost,,,,,,
10/25/2024,Team G,Team H,1,14:51,5,5,0,1,Team G,59,Puck Recovery,1,-10.5,,,,,,,
10/25/2024,Team G,Team H,1,14:49,5,5,0,1,Team G,59,Play,26,-11.5,Direct,,,,48.0,27.0,-37.5
10/25/2024,Team G,Team H,1,14:47,5,5,0,1,Team G,48,Play,41,-39.5,Indirect,,,,18.0,4.0,-34.5
10/25/2024,Team G,Team H,1,14:45,5,5,0,1,Team G,18,Dump In/Out,4,-34.5,Retained,,,,,,
10/25/2024,Team G,Team H,1,14:42,5,5,0,1,Team G,39,Puck Recovery,14,33.5,,,,,,,
10/25/2024,Team G,Team H,1,14:42,5,5,0,1,Team G,39,Dump In/Out,-7,28.5,Lost,,,,,,
10/25/2024,Team G,Team H,1,14:42,5,5,0,1,Team G,39,Zone Entry,-25,5.5,Dumped,,,,5.0,,
10/25/2024,Team G,Team H,1,14:39,5,5,0,1,Team H,5,Puck Recovery,-84,-33.5,,,,,,,
10/25/2024,Team G,Team H,1,14:39,5,5,0,1,Team H,5,Play,-82,-30.5,Indirect,,,,2.0,-96.0,25.5
10/25/2024,Team G,Team H,1,14:37,5,5,0,1,Team H,2,Play,-96,25.5,Indirect,,,,5.0,-94.0,-22.5
10/25/2024,Team G,Team H,1,14:34,5,5,0,1,Team H,5,Incomplete Play,-82,-17.5,Direct,,,,25.0,-11.0,-38.5
10/25/2024,Team G,Team H,1,14:32,5,5,0,1,Team H,17,Puck Recovery,-8,-35.5,,,,,,,
10/25/2024,Team G,Team H,1,14:32,5,5,0,1,Team H,17,Dump In/Out,-8,-35.5,Lost,,,,,,
10/25/2024,Team G,Team H,1,14:32,5,5,0,1,Team H,17,Zone Entry,24,-38.5,Dumped,,,,25.0,,
10/25/2024,Team G,Team H,1,14:27,5,5,0,1,Team G,51,Puck Recovery,95,-18.5,,,,,,,
10/25/2024,Team G,Team H,1,14:27,5,5,0,1,Team G,51,Play,95,-18.5,Indirect,,,,25.0,78.0,-35.5
10/25/2024,Team G,Team H,1,14:25,5,5,0,1,Team G,25,Play,90,-31.5,Direct,,,,14.0,59.0,-33.5
10/25/2024,Team G,Team H,1,14:21,5,5,0,1,Team G,14,Incomplete Play,59,-14.5,Direct,,,,83.0,0.0,39.5
10/25/2024,Team G,Team H,1,14:15,5,5,0,1,Team H,3,Puck Recovery,-96,22.5,,,,,,,
10/25/2024,Team G,Team H,1,14:15,5,5,0,1,Team H,3,Play,-96,22.5,Indirect,,,,17.0,-73.0,39.5
10/25/2024,Team G,Team H,1,14:14,5,5,0,1,Team H,17,Incomplete Play,-73,39.5,Direct,,,,19.0,-36.0,13.5
10/25/2024,Team G,Team H,1,14:10,5,5,0,1,Team G,55,Puck Recovery,22,-37.5,,,,,,,
10/25/2024,Team G,Team H,1,14:08,5,5,0,1,Team G,55,Play,53,-32.5,Direct,,,,51.0,46.0,22.5
10/25/2024,Team G,Team H,1,14:07,5,5,0,1,Team G,51,Play,24,39.5,Direct,,,,83.0,-19.0,37.5
10/25/2024,Team G,Team H,1,14:06,5,5,0,1,Team G,83,Dump In/Out,-19,37.5,Retained,,,,,,
10/25/2024,Team G,Team H,1,14:06,5,5,0,1,Team G,83,Zone Entry,-25,38.5,Dumped,,,,3.0,,
10/25/2024,Team G,Team H,1,14:03,5,5,0,1,Team G,21,Puck Recovery,-97,6.5,,,,,,,
10/25/2024,Team G,Team H,1,14:03,5,5,0,1,Team G,21,Play,-97,6.5,Indirect,,,,14.0,-74.0,-38.5
10/25/2024,Team G,Team H,1,13:58,5,5,0,1,Team H,19,Puck Recovery,-52,-37.5,,,,,,,
10/25/2024,Team G,Team H,1,13:58,5,5,0,1,Team H,19,Play,-52,-37.5,Indirect,,,,2.0,-73.0,-35.5
10/25/2024,Team G,Team H,1,13:55,5,5,0,1,Team H,2,Play,-73,-35.5,Direct,,,,3.0,-56.0,17.5
10/25/2024,Team G,Team H,1,13:53,5,5,0,1,Team H,3,Incomplete Play,-38,34.5,Direct,,,,17.0,-4.0,39.5
10/25/2024,Team G,Team H,1,13:52,5,5,0,1,Team G,4,Takeaway,-4,39.5,,,,,,,
10/25/2024,Team G,Team H,1,13:50,5,5,0,1,Team H,3,Takeaway,1,36.5,,,,,,,
10/25/2024,Team G,Team H,1,13:49,5,5,0,1,Team H,3,Dump In/Out,1,36.5,Lost,,,,,,
10/25/2024,Team G,Team H,1,13:49,5,5,0,1,Team H,3,Zone Entry,25,11.5,Dumped,,,,55.0,,
10/25/2024,Team G,Team H,1,13:45,5,5,0,1,Team G,55,Puck Recovery,87,-23.5,,,,,,,
10/25/2024,Team G,Team H,1,13:45,5,5,0,1,Team G,55,Play,87,-23.5,Direct,,,,83.0,-25.0,-37.5
10/25/2024,Team G,Team H,1,13:43,5,5,0,1,Team G,83,Zone Entry,-25,-37.5,Carried,,,,37.0,,
10/25/2024,Team G,Team H,1,13:42,5,5,0,1,Team G,83,Play,-29,-39.5,Direct,,,,4.0,-35.0,21.5
10/25/2024,Team G,Team H,1,13:40,5,5,0,1,Team G,4,Shot,-70,23.5,Wristshot,On Net,f,f,,,
10/25/2024,Team G,Team H,1,13:38,5,5,0,1,Team H,19,Puck Recovery,-79,6.5,,,,,,,
10/25/2024,Team G,Team H,1,13:33,5,5,0,1,Team H,19,Zone Entry,24,34.5,Carried,,,,59.0,,
10/25/2024,Team G,Team H,1,13:32,5,5,0,1,Team H,19,Incomplete Play,51,36.5,Direct,,,,14.0,73.0,1.5
10/25/2024,Team G,Team H,1,13:29,5,5,0,1,Team H,37,Puck Recovery,95,16.5,,,,,,,
10/25/2024,Team G,Team H,1,13:26,5,5,0,1,Team H,37,Play,85,-28.5,Direct,,,,10.0,29.0,-35.5
10/25/2024,Team G,Team H,1,13:24,5,5,0,1,Team H,10,Incomplete Play,29,-35.5,Indirect,,,,14.0,88.0,-19.5
10/25/2024,Team G,Team H,1,13:21,5,5,0,1,Team G,84,Puck Recovery,65,39.5,,,,,,,
10/25/2024,Team G,Team H,1,13:19,5,5,0,1,Team H,41,Puck Recovery,35,33.5,,,,,,,
10/25/2024,Team G,Team H,1,13:19,5,5,0,1,Team H,41,Shot,35,33.5,Slapshot,On Net,t,f,,,
10/25/2024,Team G,Team H,1,13:18,5,5,0,1,Team G,59,Puck Recovery,73,25.5,,,,,,,
10/25/2024,Team G,Team H,1,13:17,5,5,0,1,Team G,59,Play,76,30.5,Indirect,,,,84.0,49.0,27.5
10/25/2024,Team G,Team H,1,13:16,5,5,0,1,Team G,84,Play,49,27.5,Direct,,,,54.0,-1.0,-21.5
10/25/2024,Team G,Team H,1,13:13,5,5,0,1,Team G,54,Dump In/Out,-9,-21.5,Retained,,,,,,
10/25/2024,Team G,Team H,1,13:13,5,5,0,1,Team G,54,Zone Entry,-25,-28.5,Dumped,,,,37.0,,
10/25/2024,Team G,Team H,1,13:09,5,5,0,1,Team G,23,Puck Recovery,-95,-11.5,,,,,,,
